TGRAC FID,Historical Mandal ID,Version Code,TGRAC Name,Current LGD Name,TGRAC District,LGD Code,Census 2011,Legal valid_from,Legal valid_to,Timeline Status,Geometry Snapshot Date,Geometry Semantic,Predecessor Lineage,Successor(s) Lineage,Lineage Notes,W014 is_current,Primary Dataset Version ID
69,TS-MDL-4712,TS-MDL-4712-V1,Chennaraopet,Chennaraopet,Warangal_Rural,4712,04712,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
70,TS-MDL-4356,TS-MDL-4356-V1,Chennur,Chennur,Mancherial,4356,04356,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
71,TS-MDL-4672,TS-MDL-4672-V1,Cherial,Cherial,Siddipet,4672,04672,2016-10-11,2020-09-24,SPLIT_2020_09_24,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2020-09-24),10 Legacy AP Districts (2014 Telangana State Formation),Dhoolmitta (LGD 7189),Predecessor to Dhoolmitta (LGD 7189) formed on 2020-09-24 under G.O.Ms.No. 112,false,ts_lgd_mandals_2016_v1
72,TS-MDL-4477,TS-MDL-4477-V1,Munipally,Munipally,Sangareddy,4477,04477,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
73,TS-MDL-4647,TS-MDL-4647-V1,Munugode,Munugode,Nalgonda,4647,04647,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Gattuppal (LGD 7526),Predecessor to Gattuppal (LGD 7526) formed on 2022-09-26 under G.O.Ms.No. 80,false,ts_lgd_mandals_2016_v1
74,TS-MDL-4726,TS-MDL-4726-V1,Cherla,Cherla,Bhadradri Kothagudem,4726,04726,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
75,TS-MDL-4442,TS-MDL-4442-V1,Chigurumamidi,Chigurumamidi,Karimnagar,4442,04442,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
76,TS-MDL-4667,TS-MDL-4667-V1,Chilkur,Chilkur,Suryapet,4667,04667,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
77,TS-MDL-4434,TS-MDL-4434-V1,Mustabad,Mustabad,Rajanna Sircilla,4434,04434,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
78,TS-MDL-4329,TS-MDL-4329-V1,Dahegaon,Dahegoan,Kumurambheem Asifabad,4329,04329,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
79,TS-MDL-4653,TS-MDL-4653-V1,Devarakonda,Devarakonda,Nalgonda,4653,04653,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
80,TS-MDL-4573,TS-MDL-4573-V1,Devarkadra,Devarakadra,Mahabubnagar,4573,04573,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Koukuntla (LGD 7522),Predecessor to Koukuntla (LGD 7522) formed on 2022-09-26 under G.O.Ms.No. 83,false,ts_lgd_mandals_2016_v1
81,TS-MDL-4701,TS-MDL-4701-V1,Devaruppula,Devaruppula,Jangoan,4701,04701,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
82,TS-MDL-4768,TS-MDL-4768-V1,Vemsoor,Vemsoor,Khammam,4768,04768,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
83,TS-MDL-4638,TS-MDL-4638-V1,Suryapet,Suryapet,Suryapet,4638,04638,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
84,TS-MDL-4687,TS-MDL-4687-V1,Tadvai (Sammakka Sarakka),Tadvai,Mulugu,4687,04687,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
85,TS-MDL-4389,TS-MDL-4389-V1,Tadwai,Tadwai,Kamareddy,4389,04389,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
86,TS-MDL-4309,TS-MDL-4309-V1,Talamadugu,Talamadugu,Adilabad,4309,04309,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
87,TS-MDL-4305,TS-MDL-4305-V1,Tamsi,Tamsi,Adilabad,4305,04305,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
88,TS-MDL-4332,TS-MDL-4332-V1,Tandur,Tandur,Mancherial,4332,04332,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
89,TS-MDL-4534,TS-MDL-4534-V1,Tandur,Tandur,Vikarabad,4534,04534,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
90,TS-MDL-4469,TS-MDL-4469-V1,Tekmal,Tekmal,Medak,4469,04469,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
91,TS-MDL-4412,TS-MDL-4412-V1,Gollapalli,Gollapalli,Jagtial,4412,04412,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
92,TS-MDL-4739,TS-MDL-4739-V1,Tekulapalle,Tekulapalli,Bhadradri Kothagudem,4739,04739,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
93,TS-MDL-6207,TS-MDL-6207-V1,Dasturabad,Dasturabad,Nirmal,6207,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
94,TS-MDL-6248,TS-MDL-6248-V1,Tekumatla,Tekumatla,Jayashankar Bhupalpally,6248,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
95,TS-MDL-4531,TS-MDL-4531-V1,Dharoor,Dharur,Vikarabad,4531,04531,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
96,TS-MDL-4378,TS-MDL-4378-V1,Dharpally,Dharpally,Nizamabad,4378,04378,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
97,TS-MDL-4377,TS-MDL-4377-V1,Dichpally,Dichpally,Nizamabad,4377,04377,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
98,TS-MDL-4537,TS-MDL-4537-V1,Doma,Doma,Vikarabad,4537,04537,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
99,TS-MDL-4740,TS-MDL-4740-V1,Yellandu,Yellandu,Bhadradri Kothagudem,4740,04740,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
100,TS-MDL-4552,TS-MDL-4552-V1,Doulthabad,Doulathabad,Vikarabad,4552,04552,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
101,TS-MDL-4458,TS-MDL-4458-V1,Dubbak,Dubbak,Siddipet,4458,04458,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Akberpet-Bhoompally (LGD 7524),Predecessor to Akberpet-Bhoompally (LGD 7524) formed on 2022-09-26 under G.O.Ms.No. 82,false,ts_lgd_mandals_2016_v1
102,TS-MDL-4693,TS-MDL-4693-V1,Duggondi,Duggondi,Warangal_Rural,4693,04693,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
103,TS-MDL-6217,TS-MDL-6217-V1,Thangallapalli,Thangallapalli,Rajanna Sircilla,6217,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
104,TS-MDL-6316,TS-MDL-6316-V1,Dundigal Gandimaisamma,Gandimaisamma Dundigal,Medchal_Malkajgiri,6316,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
105,TS-MDL-4410,TS-MDL-4410-V1,Eligaid,Eligaid,Peddapalli,4410,04410,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
106,TS-MDL-4449,TS-MDL-4449-V1,Elkathurthi,Elkathurthy,Warangal_Urban,4449,04449,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
107,TS-MDL-6234,TS-MDL-6234-V1,Ellandakunta,Ellandakunta,Karimnagar,6234,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
108,TS-MDL-4538,TS-MDL-4538-V1,Gandeed,Gandeed,Mahabubnagar,4538,04538,2016-10-11,2020-09-24,SPLIT_2020_09_24,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2020-09-24),10 Legacy AP Districts (2014 Telangana State Formation),Mohammadabad (LGD 7187),Predecessor to Mohammadabad (LGD 7187) formed on 2020-09-24 under G.O.Ms.No. 109,false,ts_lgd_mandals_2016_v1
109,TS-MDL-4382,TS-MDL-4382-V1,Gandhari,Gandhari,Kamareddy,4382,04382,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
110,TS-MDL-6320,TS-MDL-6320-V1,Gandipet,Gandipet,Rangareddy,6320,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
111,TS-MDL-4422,TS-MDL-4422-V1,Gangadhara,Gangadhara,Karimnagar,4422,04422,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
112,TS-MDL-4507,TS-MDL-4507-V1,Golkonda,Golconda,Hyderabad,4507,04507,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
113,TS-MDL-6668,TS-MDL-6668-V1,Mosra,Mosara,Nizamabad,6668,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
114,TS-MDL-4559,TS-MDL-4559-V1,Farooqnagar,Farooqnagar,Rangareddy,4559,04559,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
115,TS-MDL-6257,TS-MDL-6257-V1,Tharigoppula,Tharigoppula,Jangoan,6257,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
116,TS-MDL-4438,TS-MDL-4438-V1,Thimmapur,Thimmapur LMD,Karimnagar,4438,04438,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
117,TS-MDL-4603,TS-MDL-4603-V1,Gadwal,Gadwal,Jogulamba Gadwal,4603,04603,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
118,TS-MDL-4483,TS-MDL-4483-V1,Gajwel,Gajwel,Siddipet,4483,04483,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
119,TS-MDL-4503,TS-MDL-4503-V1,Himayatnagar,Himayatnagar,Hyderabad,4503,04503,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
120,TS-MDL-4432,TS-MDL-4432-V1,Yellareddypet,Yellareddipet,Rajanna Sircilla,4432,04432,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
121,TS-MDL-6259,TS-MDL-6259-V1,Chilpur,Chilpur,Jangoan,6259,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
122,TS-MDL-6254,TS-MDL-6254-V1,Chinnagudur,Chinnagudur,Mahabubabad,6254,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
123,TS-MDL-6232,TS-MDL-6232-V1,Ganneruvaram,Ganneruvaram,Karimnagar,6232,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
124,TS-MDL-4666,TS-MDL-4666-V1,Garidepalli,Garidepally,Suryapet,4666,04666,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
125,TS-MDL-4743,TS-MDL-4743-V1,Garla,Garla,Mahabubabad,4743,04743,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
126,TS-MDL-4707,TS-MDL-4707-V1,Geesugonda,Geesugonda,Warangal_Rural,4707,04707,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
127,TS-MDL-6287,TS-MDL-6287-V1,Chinnambavi,Chinnambavi,Wanaparthy,6287,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
